0,350
1,349
2,344
4,339
5,334
6,331
7,327
9,327
10,336
11,342
13,339
16,337
24,338
32,344
40,354
49,345
58,361
66,350
74,351
82,359
91,363
99,374
107,348
116,369
126,352
136,361
145,359
154,353
163,361
173,358
182,362
192,364
201,369
210,369
220,380
229,370
238,391
247,369
258,385
267,371
276,380
285,365
294,371
304,374
313,371
323,383
332,378
342,383
351,383
360,387
369,385
378,407
389,398
398,403
407,381
416,396
425,377
435,391
444,379
454,383
463,393
473,386
482,391
491,389
500,396
509,397
520,401
529,396
538,407
547,388
557,408
566,391
575,396
585,380
594,392
604,378
613,381
622,383
631,382
641,392
651,395
660,409
669,408
678,407
688,400
697,411
706,390
715,405
726,386
735,408
744,400
753,409
762,409
772,405
781,412
791,413
800,418
809,419
819,428
828,425
837,434
846,424
857,434
866,419
875,433
884,411
893,424
903,412
912,415
922,414
931,416
941,419
950,420
959,432
968,428
977,434
988,428
997,436
1006,422
1016,430
1027,416
1037,422
1047,415
1058,420
1069,414
1079,415
1089,406
1099,407
1110,398
1121,395
1131,397
1141,395
1152,402
1162,403
1172,407
1183,390
1193,406
1204,389
1214,405
1224,386
1234,396
1245,375
1256,389
1266,377
1276,377
1287,367
1297,367
1307,364
1318,358
1329,358
1339,361
1349,357
1359,357
1370,352
1380,350
1391,349
1401,341
1412,355
1422,342
1432,358
1442,344
1454,367
1464,355
1474,364
1484,351
1495,358
1505,354
1516,354
1526,352
1537,354
1547,350
1557,350
1567,348
1577,349
1589,342
1599,338
1609,339
1619,341
1630,349
1640,343
1651,357
1661,343
1672,352
1682,334
1692,348
1702,334
1713,347
1724,339
1734,353
1744,346
1755,347
1765,346
1775,342
1786,345
1797,340
1807,337
1817,337
1827,331
1838,328
1849,323
1859,318
1869,322
1880,314
1890,314
1900,306
1910,318
1922,306
1932,314
1942,308
1952,327
1963,314
1973,330
1984,322
1994,321
2004,320
2015,316
2025,316
2035,315
2045,315
2057,315
2067,307
2077,300
2087,293
2098,291
2108,298
2119,297
2129,296
2140,281
2150,284
2160,273
2170,295
2182,284
2192,293
2202,284
2212,286
2223,279
2233,280
2243,283
2254,283
2265,289
2275,294
2285,291
2295,291
2306,289
2317,287
2327,290
2337,291
2348,301
2358,299
2368,309
2378,306
2390,311
2400,301
2410,316
2420,304
2430,320
2441,311
2452,323
2462,316
2472,328
2483,320
2493,319
2503,322
2514,317
2525,318
2535,317
2545,316
2555,317
2566,316
2576,314
2587,314
2597,309
2608,326
2618,314
2628,331
2638,315
2650,322
2660,313
2670,321
2680,316
2691,317
2701,316
2711,325
2722,321
2733,324
2743,324
2753,322
2763,326
2774,329
2785,330
2795,331
2805,346
2816,345
2826,353
2836,350
2847,352
2857,342
2868,358
2878,342
2888,360
2898,347
2909,358
2920,347
2930,348
2940,348
2951,343
2961,345
2971,349
2982,343
2993,342
3003,342
3013,338
3023,336
3034,334
3044,338
3055,337
3065,341
3076,336
3086,347
3096,336
3106,343
3118,333
3128,353
3138,339
3148,351
3159,339
3169,351
3180,357
3190,364
