time,filtered_emg,gesture
0.0,-1,0
0.05,-1,0
0.1,-1,0
0.15,-1,0
0.2,6,0
0.251,8,0
0.302,8,0
0.352,9,0
0.402,12,0
0.453,13,1
0.503,13,1
0.553,13,1
0.604,12,0
0.655,11,0
0.705,10,0
0.755,11,0
0.805,12,0
0.857,12,0
0.907,11,0
0.957,11,0
1.007,13,1
1.058,13,1
1.108,13,1
1.159,13,1
1.21,11,0
1.26,11,0
1.31,10,0
1.36,11,0
1.412,10,0
1.462,10,0
1.512,8,0
1.563,7,0
1.613,8,0
1.664,8,0
1.715,9,0
1.765,7,0
1.815,8,0
1.865,7,0
1.916,8,0
1.967,9,0
2.017,11,0
2.068,12,0
2.118,12,0
2.168,14,1
2.219,14,1
2.27,15,1
2.32,14,1
2.37,14,1
2.421,12,0
2.471,12,0
2.522,10,0
2.572,12,0
2.623,12,0
2.673,12,0
2.723,11,0
2.775,10,0
2.825,13,1
2.875,16,1
2.926,19,1
2.976,18,1
3.026,19,1
3.077,20,1
3.128,21,1
3.178,21,1
3.228,21,1
3.279,26,1
3.33,29,1
3.38,28,1
3.43,25,1
3.481,29,1
3.531,28,1
3.581,29,1
3.633,29,1
3.683,29,1
3.733,32,1
3.783,29,1
3.834,26,1
3.885,28,1
3.935,31,1
3.986,30,1
4.036,33,1
4.086,34,1
4.137,41,1
4.188,47,1
4.238,52,1
4.288,57,1
4.339,55,1
4.389,52,1
4.44,49,1
4.491,47,1
4.541,44,1
4.591,41,1
4.641,36,1
4.692,28,1
4.743,19,1
4.793,12,0
4.844,13,1
4.894,12,0
4.944,15,1
4.995,16,1
5.046,18,1
5.096,18,1
5.146,17,1
5.197,18,1
5.248,20,1
5.298,21,1
5.349,20,1
5.399,20,1
5.449,18,1
5.499,16,1
5.551,13,1
5.601,12,0
5.651,11,0
5.702,10,0
5.752,9,0
5.803,9,0
5.853,10,0
5.904,12,0
5.954,11,0
6.004,11,0
6.055,11,0
6.106,11,0
6.156,10,0
6.206,9,0
6.257,10,0
6.307,8,0
6.358,8,0
6.409,8,0
6.459,9,0
6.509,9,0
6.56,10,0
6.61,10,0
6.661,11,0
6.711,12,0
6.762,11,0
6.812,13,1
6.862,11,0
6.914,11,0
6.964,11,0
7.014,11,0
7.064,10,0
7.115,11,0
7.165,10,0
7.216,11,0
7.267,12,0
7.317,10,0
7.367,11,0
7.417,10,0
7.469,10,0
7.519,9,0
7.569,9,0
7.62,8,0
7.67,9,0
7.72,7,0
7.772,7,0
7.822,8,0
7.872,9,0
7.922,10,0
7.973,10,0
8.024,11,0
8.074,12,0
8.125,12,0
8.175,12,0
8.225,11,0
8.275,10,0
8.327,11,0
8.377,9,0
8.427,8,0
8.478,8,0
8.528,8,0
8.579,6,0
8.629,7,0
8.68,8,0
8.73,9,0
8.78,9,0
8.832,8,0
8.882,8,0
8.932,9,0
8.983,8,0
9.033,9,0
9.083,9,0
9.134,8,0
9.185,7,0
9.235,7,0
9.285,7,0
9.336,7,0
9.387,8,0
9.437,9,0
9.487,11,0
9.538,11,0
9.588,10,0
9.638,10,0
9.69,11,0
9.74,14,1
9.79,14,1
9.84,13,1
9.891,13,1
9.942,12,0
9.992,9,0
10.043,9,0
10.093,11,0
10.143,11,0
10.194,10,0
10.245,8,0
10.295,10,0
10.346,13,1
10.396,16,1
10.446,19,1
10.498,24,1
10.548,28,1
10.598,33,1
10.649,37,1
10.699,39,1
10.749,39,1
10.801,40,1
10.851,38,1
10.901,36,1
10.952,35,1
11.002,33,1
11.053,33,1
11.104,34,1
11.154,33,1
11.204,30,1
11.255,32,1
11.305,31,1
11.356,34,1
11.407,34,1
11.457,35,1
11.507,38,1
11.558,39,1
11.609,38,1
11.659,41,1
11.71,50,1
11.76,52,1
11.81,55,1
11.862,55,1
11.912,58,1
11.962,58,1
12.013,58,1
12.063,54,1
12.113,53,1
12.165,46,1
12.215,37,1
12.265,34,1
12.316,29,1
12.366,27,1
12.417,24,1
12.468,19,1
12.518,16,1
12.568,15,1
12.619,14,1
12.669,14,1
12.72,15,1
12.771,13,1
12.821,12,0
12.871,11,0
12.922,11,0
12.973,12,0
13.023,11,0
13.074,10,0
13.124,10,0
13.174,9,0
13.225,8,0
13.276,8,0
13.326,9,0
13.377,9,0
13.427,9,0
13.477,10,0
13.529,11,0
13.579,10,0
13.629,9,0
13.68,10,0
13.73,9,0
13.78,9,0
13.832,10,0
13.882,11,0
13.932,10,0
13.983,8,0
14.033,8,0
14.084,10,0
14.135,10,0
14.185,10,0
14.235,11,0
14.286,12,0
14.337,11,0
14.387,11,0
14.438,13,1
14.488,13,1
14.538,14,1
14.589,13,1
14.64,15,1
14.69,15,1
14.741,17,1
14.791,17,1
14.841,18,1
14.893,17,1
14.943,15,1
14.993,15,1
15.044,17,1
15.094,17,1
15.144,18,1
15.196,17,1
15.246,15,1
15.296,15,1
15.347,14,1
15.397,14,1
15.448,15,1
15.499,16,1
15.549,18,1
15.599,16,1
15.65,17,1
15.7,22,1
15.751,24,1
15.802,23,1
15.852,23,1
15.902,25,1
15.953,25,1
16.004,24,1
16.054,20,1
16.105,21,1
16.155,21,1
16.205,20,1
16.257,19,1
16.307,22,1
16.357,23,1
16.408,24,1
16.458,23,1
16.508,23,1
16.56,24,1
16.61,24,1
16.66,22,1
16.711,19,1
16.761,19,1
16.812,20,1
16.863,25,1
16.913,29,1
16.963,34,1
17.014,35,1
17.064,37,1
17.115,38,1
17.166,42,1
17.216,42,1
17.266,40,1
17.317,37,1
17.368,33,1
17.418,27,1
17.469,22,1
17.519,23,1
17.569,25,1
17.62,23,1
17.671,22,1
17.721,27,1
17.772,32,1
17.822,37,1
17.872,37,1
17.924,39,1
17.974,43,1
18.024,43,1
18.075,41,1
18.125,40,1
18.176,38,1
18.227,34,1
18.277,29,1
18.327,26,1
18.378,25,1
18.428,22,1
18.479,19,1
18.53,18,1
18.58,16,1
18.63,15,1
18.681,13,1
18.732,11,0
18.782,11,0
18.833,8,0
18.883,7,0
18.933,8,0
18.984,8,0
19.035,7,0
19.085,7,0
19.136,8,0
19.186,10,0
19.236,12,0
19.288,11,0
19.338,12,0
19.388,13,1
19.439,12,0
19.489,12,0
19.539,12,0
19.591,12,0
19.641,12,0
19.691,11,0
19.742,9,0
19.792,10,0
19.843,10,0
19.894,9,0
19.944,9,0
19.994,8,0
20.045,9,0
20.096,9,0
20.146,8,0
20.197,7,0
20.247,7,0
20.297,6,0
20.348,7,0
20.399,7,0
20.449,8,0
20.5,10,0
20.55,11,0
20.6,13,1
20.652,16,1
20.702,20,1
20.752,22,1
20.803,22,1
20.853,22,1
20.903,21,1
20.955,20,1
21.005,18,1
21.055,18,1
21.106,15,1
21.156,12,0
21.207,8,0
21.258,7,0
21.308,7,0
21.358,7,0
21.409,7,0
21.459,6,0
21.51,6,0
21.561,6,0
21.611,7,0
21.661,7,0
21.712,8,0
21.763,7,0
21.813,8,0
21.864,9,0
21.914,10,0
21.964,10,0
22.016,13,1
22.066,15,1
22.116,20,1
22.167,20,1
22.217,20,1
22.267,22,1
22.319,25,1
22.369,25,1
22.419,31,1
22.47,38,1
22.52,43,1
