0,85
100,84
200,91
301,92
401,90
501,88
602,85
702,89
802,86
903,90
1003,90
1103,86
1204,87
1304,114
1404,295
1505,237
1605,163
1707,120
1807,114
1907,116
2008,104
2108,105
2208,93
2309,94
2409,85
2509,91
2610,81
2711,81
2811,83
2912,88
3012,91
3112,88
3213,90
3313,133
3414,346
3514,237
3614,145
3716,124
3816,117
3916,103
4017,96
4117,99
4217,93
4318,89
4418,81
4518,85
4619,88
4719,89
4819,88
4921,107
5021,106
5122,250
5222,274
5322,220
5423,124
5523,124
5623,110
5725,104
5825,96
5925,94
6026,95
6126,91
6226,77
6327,81
6427,91
6528,93
6628,87
6728,86
6829,85
6929,89
7030,90
7131,89
7231,89
7331,138
7432,542
7532,287
7632,176
7733,114
7833,116
7933,119
8035,96
8135,103
8236,92
8336,91
8436,101
8537,85
8637,80
8737,82
8838,89
8938,83
9038,89
9140,90
9240,87
9340,84
9441,86
9541,85
9641,85
9742,85
9842,86
9943,84
10043,88
10143,100
10244,229
10345,413
10445,197
10546,129
10646,107
10746,117
10847,107
10948,93
11048,102
11149,97
11249,87
11350,87
11450,80
11550,80
11651,85
11752,87
11852,88
11953,93
12053,84
12153,82
12254,88
12354,89
12454,90
12556,92
12656,93
12756,87
12857,85
12957,97
13058,116
13158,304
13258,287
13360,204
13460,129
13560,108
13661,105
13761,100
13861,88
13963,95
14063,94
14163,80
14264,83
14364,90
14465,105
14565,107
14665,97
14767,94
14867,96
14967,86
15068,82
15168,83
15268,86
15369,87
15469,92
15570,87
15671,91
15771,92
15872,87
15972,88
16072,101
16173,241
16273,298
16374,178
16475,134
16575,116
16675,110
16776,118
16876,104
16977,112
17078,113
17178,97
17278,77
17379,91
17479,86
17580,90
17680,84
17781,86
17882,82
17982,84
18082,92
18183,94
18283,94
18383,90
18484,90
18585,85
18685,92
18786,94
18886,90
18987,89
19087,85
19187,81
19288,100
19389,151
19489,289
19590,241
19690,188
19790,121
19891,122
19992,124
20092,117
20193,106
20293,100
20393,96
20494,83
20594,85
20696,83
20796,93
20896,93
20997,83
21097,84
21197,90
21298,87
21398,92
21498,89
21600,87
21700,88
21800,95
21901,99
22001,93
22102,85
22202,79
22302,77
22404,83
22504,100
22604,135
22705,373
22805,222
22905,196
23006,115
23107,115
23207,111
23308,97
23408,89
23508,95
23609,89
23709,81
23811,80
23911,84
24011,86
24112,81
24212,85
24312,90
24413,89
24513,89
24614,85
24715,92
24815,80
24915,82
25016,84
25116,87
25217,91
25317,93
25417,87
25519,87
25619,83
25719,82
25820,83
25920,85
26020,297
26121,268
26222,204
26322,132
26423,102
26523,138
26624,103
26724,95
26824,102
26926,97
27026,94
27126,91
27227,88
27327,87
27427,85
27528,87
27628,86
27729,86
27830,88
27930,84
28030,85
28131,81
28231,85
28332,95
28432,87
28533,89
28634,87
28734,96
28834,139
28935,299
29035,252
29135,182
29237,124
29337,106
29437,123
29538,109
29638,100
29739,93
29839,92
29940,91
30041,84
30141,81
30241,79
30342,82
30442,82
30542,83
30643,87
30744,80
30844,82
30945,111
31045,339
31145,205
31246,122
31346,106
31448,108
31548,110
