time,filtered_emg,gesture
15.751,56,Hand is at Rest
15.802,42,Hand is at Rest
15.852,29,Hand is at Rest
15.902,21,Hand is at Rest
15.953,14,Hand is at Rest
16.004,11,Hand is at Rest
16.054,11,Hand is at Rest
16.105,11,Hand is at Rest
16.155,10,Hand is at Rest
16.205,8,Hand is at Rest
16.257,7,Hand is at Rest
16.307,8,Hand is at Rest
16.357,7,Hand is at Rest
16.408,8,Hand is at Rest
16.458,8,Hand is at Rest
16.508,10,Hand is at Rest
16.56,10,Hand is at Rest
16.61,9,Hand is at Rest
16.66,9,Hand is at Rest
16.711,8,Hand is at Rest
16.761,9,Hand is at Rest
16.812,8,Hand is at Rest
16.863,7,Hand is at Rest
16.913,7,Hand is at Rest
16.963,7,Hand is at Rest
17.014,6,Hand is at Rest
17.064,6,Hand is at Rest
17.115,6,Hand is at Rest
17.166,8,Hand is at Rest
17.216,10,Hand is at Rest
17.266,12,Hand is at Rest
17.317,21,Hand is at Rest
17.368,32,Hand is at Rest
17.418,45,Hand is at Rest
17.469,61,Hand is at Rest
17.519,77,Hand is at Rest
17.569,97,Hand is at Rest
17.62,112,Hand is Moving
17.671,126,Hand is Moving
17.721,138,Hand is Moving
17.772,154,Hand is Moving
17.822,167,Hand is Moving
17.872,174,Hand is Moving
17.924,184,Hand is Moving
17.974,178,Hand is Moving
18.024,161,Hand is Moving
18.075,154,Hand is Moving
18.125,154,Hand is Moving
18.176,148,Hand is Moving
18.227,153,Hand is Moving
18.277,159,Hand is Moving
18.327,160,Hand is Moving
18.378,166,Hand is Moving
18.428,168,Hand is Moving
18.479,184,Hand is Moving
18.53,212,Hand is Moving
18.58,224,Hand is Moving
18.63,227,Hand is Moving
18.681,231,Hand is Moving
18.732,222,Hand is Moving
18.782,203,Hand is Moving
18.833,185,Hand is Moving
18.883,162,Hand is Moving
18.933,137,Hand is Moving
18.984,110,Hand is Moving
19.035,81,Hand is at Rest
19.085,57,Hand is at Rest
19.136,39,Hand is at Rest
19.186,26,Hand is at Rest
19.236,17,Hand is at Rest
19.288,11,Hand is at Rest
19.338,7,Hand is at Rest
19.388,5,Hand is at Rest
19.439,6,Hand is at Rest
19.489,6,Hand is at Rest
19.539,7,Hand is at Rest
19.591,8,Hand is at Rest
19.641,8,Hand is at Rest
19.691,6,Hand is at Rest
19.742,6,Hand is at Rest
19.792,6,Hand is at Rest
19.843,7,Hand is at Rest
19.894,7,Hand is at Rest
19.944,7,Hand is at Rest
19.994,6,Hand is at Rest
20.045,5,Hand is at Rest
20.096,5,Hand is at Rest
20.146,5,Hand is at Rest
20.197,5,Hand is at Rest
20.247,4,Hand is at Rest
20.297,3,Hand is at Rest
20.348,2,Hand is at Rest
20.399,3,Hand is at Rest
20.449,4,Hand is at Rest
20.5,4,Hand is at Rest
20.55,4,Hand is at Rest
20.6,5,Hand is at Rest
20.652,8,Hand is at Rest
20.702,13,Hand is at Rest
20.752,16,Hand is at Rest
20.803,19,Hand is at Rest
20.853,24,Hand is at Rest
20.903,28,Hand is at Rest
20.955,27,Hand is at Rest
21.005,31,Hand is at Rest
21.055,31,Hand is at Rest
21.106,32,Hand is at Rest
21.156,33,Hand is at Rest
21.207,33,Hand is at Rest
21.258,33,Hand is at Rest
21.308,34,Hand is at Rest
21.358,34,Hand is at Rest
21.409,31,Hand is at Rest
21.459,35,Hand is at Rest
21.51,32,Hand is at Rest
21.561,33,Hand is at Rest
21.611,34,Hand is at Rest
21.661,37,Hand is at Rest
21.712,31,Hand is at Rest
21.763,33,Hand is at Rest
21.813,28,Hand is at Rest
21.864,26,Hand is at Rest
21.914,33,Hand is at Rest
21.964,38,Hand is at Rest
22.016,47,Hand is at Rest
22.066,50,Hand is at Rest
22.116,54,Hand is at Rest
22.167,55,Hand is at Rest
22.217,62,Hand is at Rest
22.267,61,Hand is at Rest
22.319,64,Hand is at Rest
22.369,63,Hand is at Rest
22.419,57,Hand is at Rest
22.47,50,Hand is at Rest
22.52,40,Hand is at Rest
22.571,36,Hand is at Rest
22.622,29,Hand is at Rest
22.672,23,Hand is at Rest
22.722,17,Hand is at Rest
22.773,15,Hand is at Rest
22.823,14,Hand is at Rest
22.874,13,Hand is at Rest
22.925,12,Hand is at Rest
22.975,12,Hand is at Rest
23.025,11,Hand is at Rest
23.076,12,Hand is at Rest
23.127,12,Hand is at Rest
23.177,11,Hand is at Rest
23.228,10,Hand is at Rest
23.278,11,Hand is at Rest
23.328,10,Hand is at Rest
23.379,10,Hand is at Rest
23.43,8,Hand is at Rest
23.48,8,Hand is at Rest
23.531,7,Hand is at Rest
23.581,6,Hand is at Rest
