time,filtered_emg,gesture
0.0,-1,0
0.05,-1,0
0.1,-1,0
0.15,-1,0
0.2,0,0
0.251,1,0
0.302,1,0
0.352,1,0
0.402,2,0
0.453,2,0
0.503,2,0
0.553,2,0
0.604,2,0
0.655,2,0
0.705,2,0
0.755,2,0
0.805,2,0
0.857,1,0
0.907,1,0
0.957,1,0
1.007,2,0
1.058,1,0
1.108,2,0
1.159,2,0
1.21,3,0
1.26,3,0
1.31,3,0
1.36,3,0
1.412,3,0
1.462,3,0
1.512,2,0
1.563,2,0
1.613,2,0
1.664,2,0
1.715,2,0
1.765,2,0
1.815,2,0
1.865,2,0
1.916,2,0
1.967,2,0
2.017,3,0
2.068,6,0
2.118,16,0
2.168,20,0
2.219,26,0
2.27,32,0
2.32,41,0
2.37,50,1
2.421,64,1
2.471,77,1
2.522,96,1
2.572,108,1
2.623,114,1
2.673,122,1
2.723,119,1
2.775,116,1
2.825,107,1
2.875,102,1
2.926,97,1
2.976,87,1
3.026,80,1
3.077,66,1
3.128,56,1
3.178,48,1
3.228,56,1
3.279,56,1
3.33,65,1
3.38,62,1
3.43,65,1
3.481,83,1
3.531,88,1
3.581,112,1
3.633,119,1
3.683,138,1
3.733,150,1
3.783,161,1
3.834,157,1
3.885,165,1
3.935,159,1
3.986,146,1
4.036,132,1
4.086,110,1
4.137,100,1
4.188,83,1
4.238,68,1
4.288,57,1
4.339,57,1
4.389,51,1
4.44,48,1
4.491,39,0
4.541,37,0
4.591,35,0
4.641,31,0
4.692,27,0
4.743,22,0
4.793,20,0
4.844,16,0
4.894,14,0
4.944,12,0
4.995,14,0
5.046,13,0
5.096,13,0
5.146,13,0
5.197,13,0
5.248,12,0
5.298,12,0
5.349,13,0
5.399,12,0
5.449,12,0
5.499,12,0
5.551,12,0
5.601,11,0
5.651,12,0
5.702,10,0
5.752,10,0
5.803,10,0
5.853,8,0
5.904,9,0
5.954,12,0
6.004,16,0
6.055,18,0
6.106,22,0
6.156,26,0
6.206,31,0
6.257,39,0
6.307,48,1
6.358,64,1
6.409,84,1
6.459,106,1
6.509,129,1
6.56,148,1
6.61,156,1
6.661,155,1
6.711,159,1
6.762,164,1
6.812,165,1
6.862,154,1
6.914,144,1
6.964,119,1
7.014,100,1
7.064,83,1
7.115,71,1
7.165,74,1
7.216,72,1
7.267,64,1
7.317,65,1
7.367,68,1
7.417,78,1
7.469,81,1
7.519,71,1
7.569,72,1
7.62,87,1
7.67,110,1
7.72,130,1
7.772,155,1
7.822,161,1
7.872,172,1
7.922,167,1
7.973,176,1
8.024,176,1
8.074,173,1
8.125,157,1
8.175,131,1
8.225,105,1
8.275,78,1
8.327,65,1
8.377,49,1
8.427,39,0
8.478,29,0
8.528,34,0
8.579,38,0
8.629,39,0
8.68,39,0
8.73,39,0
8.78,38,0
8.832,33,0
8.882,31,0
8.932,26,0
8.983,22,0
9.033,17,0
9.083,12,0
9.134,12,0
9.185,10,0
9.235,9,0
9.285,8,0
9.336,10,0
9.387,10,0
9.437,9,0
9.487,10,0
9.538,11,0
9.588,12,0
9.638,12,0
9.69,13,0
9.74,12,0
9.79,11,0
9.84,12,0
9.891,12,0
9.942,11,0
9.992,13,0
10.043,13,0
10.093,13,0
10.143,14,0
10.194,16,0
10.245,15,0
10.295,15,0
10.346,14,0
10.396,14,0
10.446,14,0
10.498,14,0
10.548,14,0
10.598,13,0
10.649,15,0
10.699,15,0
10.749,20,0
10.801,24,0
10.851,26,0
10.901,30,0
10.952,35,0
11.002,36,0
11.053,40,0
11.104,46,1
11.154,43,0
11.204,45,1
11.255,47,1
11.305,42,0
11.356,39,0
11.407,36,0
11.457,36,0
11.507,41,0
11.558,40,0
11.609,41,0
11.659,48,1
11.71,50,1
11.76,53,1
11.81,59,1
11.862,60,1
11.912,60,1
11.962,64,1
12.013,67,1
12.063,78,1
12.113,90,1
12.165,92,1
12.215,101,1
12.265,107,1
12.316,112,1
12.366,119,1
12.417,124,1
12.468,120,1
12.518,114,1
12.568,98,1
12.619,80,1
12.669,71,1
12.72,57,1
12.771,40,0
12.821,31,0
12.871,21,0
12.922,16,0
12.973,12,0
13.023,7,0
13.074,9,0
13.124,10,0
13.174,12,0
13.225,12,0
13.276,14,0
13.326,15,0
13.377,16,0
13.427,17,0
13.477,15,0
13.529,15,0
13.579,16,0
13.629,14,0
13.68,15,0
13.73,13,0
13.78,13,0
13.832,13,0
13.882,13,0
13.932,16,0
13.983,17,0
14.033,17,0
14.084,18,0
14.135,22,0
14.185,37,0
14.235,37,0
14.286,42,0
14.337,52,1
14.387,55,1
14.438,57,1
14.488,59,1
14.538,58,1
14.589,57,1
14.64,53,1
14.69,42,0
14.741,44,1
14.791,43,0
14.841,41,0
14.893,45,1
14.943,53,1
14.993,54,1
15.044,55,1
15.094,55,1
15.144,64,1
15.196,60,1
15.246,65,1
15.296,66,1
15.347,61,1
15.397,57,1
15.448,52,1
15.499,57,1
15.549,73,1
15.599,90,1
15.65,102,1
15.7,124,1
15.751,130,1
15.802,131,1
15.852,137,1
15.902,141,1
15.953,134,1
16.004,125,1
16.054,112,1
16.105,98,1
16.155,78,1
16.205,56,1
16.257,41,0
16.307,37,0
16.357,28,0
16.408,23,0
16.458,21,0
16.508,21,0
16.56,20,0
16.61,17,0
16.66,19,0
16.711,19,0
16.761,22,0
16.812,21,0
16.863,21,0
16.913,20,0
16.963,21,0
17.014,24,0
17.064,23,0
17.115,27,0
17.166,23,0
17.216,25,0
17.266,27,0
17.317,26,0
17.368,26,0
17.418,27,0
17.469,26,0
17.519,24,0
17.569,23,0
17.62,20,0
17.671,21,0
17.721,18,0
17.772,14,0
17.822,15,0
17.872,16,0
17.924,15,0
17.974,16,0
18.024,17,0
18.075,19,0
18.125,20,0
18.176,22,0
18.227,21,0
18.277,21,0
18.327,18,0
18.378,21,0
18.428,20,0
18.479,25,0
18.53,28,0
18.58,24,0
18.63,24,0
18.681,25,0
18.732,25,0
18.782,32,0
18.833,35,0
18.883,37,0
18.933,43,0
18.984,41,0
19.035,43,0
19.085,52,1
19.136,56,1
19.186,61,1
19.236,66,1
19.288,60,1
19.338,63,1
19.388,64,1
19.439,62,1
19.489,63,1
19.539,63,1
19.591,61,1
19.641,64,1
19.691,68,1
19.742,75,1
19.792,85,1
19.843,87,1
19.894,85,1
19.944,90,1
19.994,93,1
20.045,93,1
20.096,88,1
20.146,79,1
20.197,72,1
20.247,63,1
20.297,57,1
20.348,52,1
20.399,48,1
20.449,43,0
20.5,39,0
20.55,37,0
20.6,38,0
20.652,41,0
20.702,36,0
20.752,34,0
20.803,30,0
20.853,27,0
20.903,26,0
20.955,21,0
21.005,19,0
21.055,16,0
21.106,15,0
21.156,14,0
21.207,17,0
21.258,14,0
21.308,16,0
21.358,16,0
21.409,19,0
21.459,18,0
21.51,19,0
21.561,18,0
21.611,17,0
21.661,16,0
21.712,15,0
21.763,16,0
21.813,15,0
21.864,14,0
21.914,12,0
21.964,14,0
22.016,14,0
22.066,12,0
22.116,13,0
22.167,13,0
22.217,11,0
22.267,11,0
22.319,10,0
22.369,10,0
22.419,10,0
22.47,9,0
22.52,7,0
