0,101
100,94
200,92
301,88
401,94
501,88
602,93
702,89
802,93
903,95
1003,93
1103,91
1204,95
1304,126
1404,217
1505,256
1605,213
1707,140
1807,123
1907,99
2008,100
2108,107
2208,117
2309,127
2409,120
2510,111
2611,101
2711,95
2811,95
2912,94
3012,99
3112,89
3213,95
3313,87
3414,83
3514,83
3614,189
3716,273
3816,352
3916,224
4017,132
4117,93
4217,93
4318,105
4418,114
4518,123
4620,118
4720,98
4820,103
4921,92
5021,97
5122,98
5222,90
5322,93
5423,86
5523,93
5623,103
5725,93
5825,145
5925,262
6026,329
6126,226
6226,148
6327,112
6427,112
6528,110
6629,103
6729,109
6830,103
6930,107
7030,104
7131,105
7231,103
7331,91
7432,96
7533,98
7633,89
7734,104
7834,95
7934,91
8035,90
8135,91
8236,88
8336,91
8436,174
8537,321
8637,315
8738,187
8839,119
8939,98
9039,100
9140,111
9240,120
9340,115
9441,105
9542,107
9643,102
9743,96
9843,99
9944,96
10044,97
10144,88
10245,85
10345,91
10445,92
10547,88
10647,103
10747,167
10848,243
10948,328
11048,195
11149,128
11250,99
11351,89
11451,110
11551,118
11652,128
11752,118
11853,110
11954,121
12054,110
12154,96
12255,97
12355,104
12455,104
12557,94
12657,94
12758,97
12858,89
12958,88
13059,90
13159,93
13259,94
13361,87
13461,86
13561,87
13662,90
13762,96
13862,116
13963,172
14063,281
14164,172
14265,137
14365,114
14466,140
14566,137
14666,120
14768,116
14868,113
14968,110
15069,100
15169,105
15269,97
15370,98
15471,93
15571,94
15672,89
15772,84
15873,81
15973,96
16073,126
16174,218
16275,320
16375,223
16476,142
16576,103
16676,89
16777,88
16878,109
16978,96
17079,103
17179,93
17280,92
17380,105
17480,102
17582,117
17682,108
17782,102
17883,104
17983,98
18083,107
18184,101
18285,94
18385,95
18486,90
18586,96
18686,179
18787,273
18887,320
18989,321
19089,169
19189,137
19290,128
19390,121
19490,130
19592,123
19692,121
19792,113
19893,120
19993,118
20093,123
20195,103
20295,113
20396,109
20496,121
20596,108
20697,110
20797,122
20898,116
20999,100
21099,101
21199,94
21300,92
21400,100
21501,96
21602,102
21702,116
21803,111
21903,104
22003,106
22104,175
22205,230
22305,298
22406,189
22506,112
22606,102
22707,101
22808,100
22908,106
23009,113
23109,119
23209,102
23310,98
23410,101
23512,111
23612,116
23712,115
23813,113
23913,105
24013,106
24115,95
24215,106
24315,94
24416,113
24516,107
24616,95
24717,94
24818,97
24919,111
25019,104
25119,98
25220,95
25320,88
25420,103
25522,88
25622,89
25722,156
25823,212
25923,202
26023,180
26124,109
26225,92
26326,101
26426,105
26526,98
26627,99
26727,103
26827,112
26929,118
27029,118
27129,105
27230,102
27330,104
27430,97
27532,98
27632,102
27732,101
27833,99
27933,91
28034,98
28134,106
28234,98
28336,125
28436,107
28536,96
28637,87
28737,123
28837,241
28938,373
29039,250
29139,155
29240,116
29340,107
29441,111
29541,105
29642,140
29743,127
29843,129
29943,120
30044,127
30144,127
30245,116
30346,106
30446,109
30546,107
30647,100
30747,92
30848,104
30949,99
31049,94
31150,91
31250,89
31350,89
31451,90
31551,89
31651,91
31753,92
31853,90
