time,filtered_emg,gesture
0.0,-1,0
0.05,-1,0
0.1,-1,0
0.15,-1,0
0.2,0,0
0.251,1,0
0.302,3,0
0.352,4,0
0.402,6,0
0.453,7,0
0.503,7,0
0.553,8,0
0.604,10,0
0.655,11,0
0.705,11,0
0.755,10,0
0.805,9,0
0.857,8,0
0.907,8,0
0.957,8,0
1.007,8,0
1.058,8,0
1.108,7,0
1.159,6,0
1.21,7,0
1.26,7,0
1.31,7,0
1.361,7,0
1.412,8,0
1.462,9,0
1.512,9,0
1.563,9,0
1.613,9,0
1.664,9,0
1.715,9,0
1.765,10,0
1.815,11,0
1.865,25,0
1.916,50,0
1.967,61,1
2.017,74,1
2.068,82,1
2.118,85,1
2.168,89,1
2.219,102,1
2.27,116,1
2.32,125,1
2.37,111,1
2.421,86,1
2.471,82,1
2.522,77,1
2.573,82,1
2.623,96,1
2.673,103,1
2.723,100,1
2.775,90,1
2.825,83,1
2.875,91,1
2.926,96,1
2.976,88,1
3.026,87,1
3.077,87,1
3.128,89,1
3.178,101,1
3.228,114,1
3.279,135,1
3.33,157,1
3.38,167,1
3.43,175,1
3.481,184,1
3.531,178,1
3.581,166,1
3.633,149,1
3.683,125,1
3.733,102,1
3.784,78,1
3.834,54,0
3.885,35,0
3.935,23,0
3.986,14,0
4.036,12,0
4.086,11,0
4.137,10,0
4.188,12,0
4.238,12,0
4.288,11,0
4.339,11,0
4.389,10,0
4.44,10,0
4.491,9,0
4.541,10,0
4.591,9,0
4.641,9,0
4.692,8,0
4.743,8,0
4.793,9,0
4.844,9,0
4.894,9,0
4.944,8,0
4.996,8,0
5.046,7,0
5.096,7,0
5.146,8,0
5.197,9,0
5.248,9,0
5.298,8,0
5.349,8,0
5.399,9,0
5.449,11,0
5.499,12,0
5.551,14,0
5.601,15,0
5.651,13,0
5.702,12,0
5.752,11,0
5.803,12,0
5.853,12,0
5.904,12,0
5.954,12,0
6.004,13,0
6.055,14,0
6.106,16,0
6.156,20,0
6.207,25,0
6.257,27,0
6.307,33,0
6.358,39,0
6.409,46,0
6.459,46,0
6.509,46,0
6.56,47,0
6.61,46,0
6.661,45,0
6.711,40,0
6.762,38,0
6.812,34,0
6.862,28,0
6.914,20,0
6.964,19,0
7.014,17,0
7.064,15,0
7.115,15,0
7.165,12,0
7.216,13,0
7.267,15,0
7.317,16,0
7.367,15,0
7.418,18,0
7.469,24,0
7.519,31,0
7.569,35,0
7.62,41,0
7.67,49,0
7.72,55,0
7.772,57,1
7.822,56,0
7.872,57,1
7.922,55,0
7.973,48,0
8.024,42,0
8.074,36,0
8.125,30,0
8.175,24,0
8.225,17,0
8.275,12,0
8.327,11,0
8.377,10,0
8.427,10,0
8.478,11,0
8.528,10,0
8.579,10,0
8.63,9,0
8.68,9,0
8.73,9,0
8.78,9,0
8.832,8,0
8.882,8,0
8.932,7,0
8.983,8,0
9.033,7,0
9.083,8,0
9.134,8,0
9.185,7,0
9.235,7,0
9.285,7,0
9.336,8,0
9.387,8,0
9.437,10,0
9.487,11,0
9.538,11,0
9.588,13,0
9.638,13,0
9.69,14,0
9.74,14,0
9.79,16,0
9.841,17,0
9.891,18,0
9.942,20,0
9.992,22,0
10.043,28,0
10.093,29,0
10.143,27,0
10.194,27,0
10.245,31,0
10.295,32,0
10.346,32,0
10.396,34,0
10.446,33,0
10.498,34,0
10.548,34,0
10.598,43,0
10.649,54,0
10.699,66,1
10.749,70,1
10.801,77,1
10.851,84,1
10.901,89,1
10.952,94,1
11.002,105,1
11.053,103,1
11.104,96,1
11.154,96,1
11.204,100,1
11.255,112,1
11.305,126,1
11.356,147,1
11.407,162,1
11.457,176,1
11.507,180,1
11.558,190,1
11.609,198,1
11.659,197,1
11.71,185,1
11.76,168,1
11.81,146,1
11.862,118,1
11.912,94,1
11.962,75,1
12.013,59,1
12.063,44,0
12.113,32,0
12.165,22,0
12.215,19,0
12.265,15,0
12.316,15,0
12.366,16,0
12.417,16,0
12.468,14,0
12.518,11,0
12.568,13,0
12.619,14,0
12.669,15,0
12.72,15,0
12.771,16,0
12.821,14,0
12.871,15,0
12.922,14,0
12.973,13,0
13.023,13,0
13.074,12,0
13.124,10,0
13.174,10,0
13.225,9,0
13.276,10,0
13.326,10,0
13.377,9,0
13.427,9,0
13.477,11,0
13.529,10,0
13.579,11,0
13.629,11,0
13.68,10,0
13.73,11,0
13.78,12,0
13.832,13,0
13.882,15,0
13.932,14,0
13.983,16,0
14.033,16,0
14.084,16,0
14.135,19,0
14.185,23,0
14.235,25,0
14.286,27,0
14.337,32,0
14.387,37,0
14.438,46,0
14.488,53,0
14.538,65,1
14.589,77,1
14.64,87,1
14.69,92,1
14.741,104,1
14.791,112,1
14.841,110,1
14.893,104,1
14.943,108,1
14.993,110,1
15.044,116,1
15.094,123,1
15.144,135,1
15.196,146,1
15.246,152,1
15.296,152,1
15.347,164,1
15.397,171,1
15.448,165,1
15.499,156,1
15.549,138,1
15.599,117,1
15.65,95,1
15.7,76,1
15.751,56,0
15.802,42,0
15.852,29,0
15.902,21,0
15.953,14,0
16.004,11,0
16.054,11,0
16.105,11,0
16.155,10,0
16.205,8,0
16.257,7,0
16.307,8,0
16.357,7,0
16.408,8,0
16.458,8,0
16.508,10,0
16.56,10,0
16.61,9,0
16.66,9,0
16.711,8,0
16.761,9,0
16.812,8,0
16.863,7,0
16.913,7,0
16.963,7,0
17.014,6,0
17.064,6,0
17.115,6,0
17.166,8,0
17.216,10,0
17.266,12,0
17.317,21,0
17.368,32,0
17.418,45,0
17.469,61,1
17.519,77,1
17.569,97,1
17.62,112,1
17.671,126,1
17.721,138,1
17.772,154,1
17.822,167,1
17.872,174,1
17.924,184,1
17.974,178,1
18.024,161,1
18.075,154,1
18.125,154,1
18.176,148,1
18.227,153,1
18.277,159,1
18.327,160,1
18.378,166,1
18.428,168,1
18.479,184,1
18.53,212,1
18.58,224,1
18.63,227,1
18.681,231,1
18.732,222,1
18.782,203,1
18.833,185,1
18.883,162,1
18.933,137,1
18.984,110,1
19.035,81,1
19.085,57,1
19.136,39,0
19.186,26,0
19.236,17,0
19.288,11,0
19.338,7,0
19.388,5,0
19.439,6,0
19.489,6,0
19.539,7,0
19.591,8,0
19.641,8,0
19.691,6,0
19.742,6,0
19.792,6,0
19.843,7,0
19.894,7,0
19.944,7,0
19.994,6,0
20.045,5,0
20.096,5,0
20.146,5,0
20.197,5,0
20.247,4,0
20.297,3,0
20.348,2,0
20.399,3,0
20.449,4,0
20.5,4,0
20.55,4,0
20.6,5,0
20.652,8,0
20.702,13,0
20.752,16,0
20.803,19,0
20.853,24,0
20.903,28,0
20.955,27,0
21.005,31,0
21.055,31,0
21.106,32,0
21.156,33,0
21.207,33,0
21.258,33,0
21.308,34,0
21.358,34,0
21.409,31,0
21.459,35,0
21.51,32,0
21.561,33,0
21.611,34,0
21.661,37,0
21.712,31,0
21.763,33,0
21.813,28,0
21.864,26,0
21.914,33,0
21.964,38,0
22.016,47,0
22.066,50,0
22.116,54,0
22.167,55,0
22.217,62,1
22.267,61,1
22.319,64,1
22.369,63,1
22.419,57,1
22.47,50,0
22.52,40,0
