0,141
50,142
100,132
150,129
200,147
251,135
302,140
352,141
402,132
453,132
503,133
553,140
604,130
655,129
705,142
755,139
805,154
857,136
907,161
957,150
1007,149
1058,139
1108,137
1159,143
1210,143
1260,133
1310,129
1360,135
1412,129
1462,141
1512,136
1563,147
1613,130
1664,139
1715,145
1765,147
1815,139
1865,135
1916,130
1967,136
2017,149
2068,154
2118,146
2168,148
2219,140
2270,143
2320,152
2370,140
2421,143
2471,146
2522,147
2572,144
2623,130
2673,129
2723,128
2775,147
2825,174
2875,183
2926,183
2976,208
3026,221
3077,194
3128,231
3178,343
3228,345
3279,348
3330,332
3380,290
3430,325
3481,297
3531,269
3581,244
3633,280
3683,255
3733,291
3783,328
3834,250
3885,220
3935,265
3986,315
4036,244
4086,284
4137,283
4188,233
4238,263
4288,283
4339,241
4389,266
4440,340
4491,272
4541,290
4591,318
4641,357
4692,307
4743,333
4793,362
4844,383
4894,370
4944,363
4995,361
5046,568
5096,468
5146,459
5197,417
5248,454
5298,495
5349,389
5399,375
5449,539
5499,452
5551,475
5601,387
5651,401
5702,398
5752,367
5803,352
5853,400
5904,276
5954,333
6004,239
6055,308
6106,266
6156,243
6206,241
6257,239
6307,301
6358,268
6409,235
6459,251
6509,236
6560,277
6610,214
6661,262
6711,231
6762,307
6812,223
6862,213
6914,230
6964,272
7014,234
7064,311
7115,239
7165,277
7216,245
7267,249
7317,212
7367,218
7417,240
7469,205
7519,208
7569,263
7620,271
7670,255
7720,248
7772,258
7822,222
7872,191
7922,227
7973,231
8024,211
8074,247
8125,212
8175,221
8225,233
8275,198
8327,243
8377,206
8427,211
8478,233
8528,246
8579,232
8629,275
8680,227
8730,249
8780,252
8832,233
8882,246
8932,219
8983,216
9033,226
9083,191
9134,226
9185,220
9235,234
9285,184
9336,221
9387,202
9437,227
9487,200
9538,213
9588,221
9638,199
9690,224
9740,208
9790,196
9840,243
9891,196
9942,185
9992,185
10043,219
10093,218
10143,228
10194,228
10245,215
10295,209
10346,228
10396,237
10446,184
10498,181
10548,198
10598,200
10649,216
10699,213
10749,202
10801,167
10851,207
10901,196
10952,199
11002,187
11053,186
11104,224
11154,195
11204,196
11255,202
11305,207
11356,224
11407,244
11457,243
11507,241
11558,218
11609,190
11659,198
11710,222
11760,214
11810,228
11862,219
11912,211
11962,218
12013,195
12063,174
12113,212
12165,204
12215,276
12265,283
12316,239
12366,229
12417,262
12468,303
12518,292
12568,271
12619,250
12669,287
12720,230
12771,270
12821,218
12871,248
12922,232
