time,filtered_emg,gesture
33.566,15,Hand is at Rest
33.667,16,Hand is at Rest
33.768,16,Hand is at Rest
33.868,19,Hand is at Rest
33.969,21,Hand is at Rest
34.069,23,Hand is at Rest
34.169,28,Hand is at Rest
34.27,36,Hand is at Rest
34.371,42,Hand is Moving
34.471,44,Hand is Moving
34.572,41,Hand is Moving
34.672,44,Hand is Moving
34.772,41,Hand is Moving
34.873,38,Hand is Moving
34.974,37,Hand is at Rest
35.075,37,Hand is at Rest
35.175,34,Hand is at Rest
35.275,28,Hand is at Rest
35.376,25,Hand is at Rest
35.476,21,Hand is at Rest
35.577,19,Hand is at Rest
35.678,19,Hand is at Rest
35.778,21,Hand is at Rest
35.878,22,Hand is at Rest
35.979,24,Hand is at Rest
36.079,22,Hand is at Rest
36.18,21,Hand is at Rest
36.281,20,Hand is at Rest
36.381,21,Hand is at Rest
36.482,31,Hand is at Rest
36.582,30,Hand is at Rest
36.682,40,Hand is Moving
36.784,58,Hand is Moving
36.884,81,Hand is Moving
36.984,92,Hand is Moving
37.085,98,Hand is Moving
37.185,99,Hand is Moving
37.285,103,Hand is Moving
37.386,100,Hand is Moving
37.487,96,Hand is Moving
37.587,105,Hand is Moving
37.688,96,Hand is Moving
37.788,86,Hand is Moving
37.889,75,Hand is Moving
37.989,76,Hand is Moving
38.09,88,Hand is Moving
38.191,102,Hand is Moving
38.291,111,Hand is Moving
38.391,126,Hand is Moving
38.492,131,Hand is Moving
38.592,129,Hand is Moving
38.693,129,Hand is Moving
38.794,121,Hand is Moving
38.894,108,Hand is Moving
38.994,92,Hand is Moving
39.095,75,Hand is Moving
39.195,61,Hand is Moving
39.297,48,Hand is Moving
39.397,35,Hand is at Rest
39.497,25,Hand is at Rest
39.598,17,Hand is at Rest
39.698,13,Hand is at Rest
39.798,12,Hand is at Rest
39.9,13,Hand is at Rest
40.0,13,Hand is at Rest
40.1,12,Hand is at Rest
40.201,11,Hand is at Rest
40.301,12,Hand is at Rest
40.401,14,Hand is at Rest
40.503,19,Hand is at Rest
40.603,21,Hand is at Rest
40.704,24,Hand is at Rest
40.804,29,Hand is at Rest
40.904,35,Hand is at Rest
41.005,45,Hand is Moving
41.106,55,Hand is Moving
41.206,56,Hand is Moving
41.307,57,Hand is Moving
41.407,55,Hand is Moving
41.507,58,Hand is Moving
41.608,60,Hand is Moving
41.708,65,Hand is Moving
41.809,71,Hand is Moving
41.91,75,Hand is Moving
42.01,77,Hand is Moving
42.11,76,Hand is Moving
42.211,85,Hand is Moving
42.311,90,Hand is Moving
42.413,93,Hand is Moving
42.513,87,Hand is Moving
42.613,85,Hand is Moving
42.714,79,Hand is Moving
42.814,70,Hand is Moving
42.914,64,Hand is Moving
43.016,56,Hand is Moving
43.116,53,Hand is Moving
43.216,47,Hand is Moving
43.317,40,Hand is Moving
43.417,42,Hand is Moving
43.517,41,Hand is Moving
43.619,42,Hand is Moving
43.719,45,Hand is Moving
43.82,46,Hand is Moving
43.92,50,Hand is Moving
44.02,46,Hand is Moving
44.121,47,Hand is Moving
44.222,44,Hand is Moving
44.322,45,Hand is Moving
44.423,43,Hand is Moving
44.523,47,Hand is Moving
44.623,48,Hand is Moving
44.724,45,Hand is Moving
44.824,43,Hand is Moving
44.925,40,Hand is Moving
45.026,40,Hand is Moving
45.126,35,Hand is at Rest
45.227,41,Hand is Moving
45.327,46,Hand is Moving
45.427,48,Hand is Moving
45.529,47,Hand is Moving
45.629,47,Hand is Moving
45.729,54,Hand is Moving
45.83,54,Hand is Moving
45.93,52,Hand is Moving
46.03,57,Hand is Moving
46.132,54,Hand is Moving
46.232,50,Hand is Moving
46.332,46,Hand is Moving
46.433,42,Hand is Moving
46.533,38,Hand is Moving
46.633,34,Hand is at Rest
46.735,27,Hand is at Rest
46.835,26,Hand is at Rest
46.936,24,Hand is at Rest
47.036,23,Hand is at Rest
47.136,25,Hand is at Rest
47.237,29,Hand is at Rest
47.338,27,Hand is at Rest
47.438,23,Hand is at Rest
47.539,22,Hand is at Rest
47.639,23,Hand is at Rest
47.739,24,Hand is at Rest
47.84,23,Hand is at Rest
47.941,31,Hand is at Rest
48.041,38,Hand is Moving
48.142,49,Hand is Moving
48.242,61,Hand is Moving
48.343,65,Hand is Moving
48.443,66,Hand is Moving
48.544,70,Hand is Moving
48.645,71,Hand is Moving
48.745,86,Hand is Moving
48.845,107,Hand is Moving
48.946,120,Hand is Moving
49.046,125,Hand is Moving
