time,user,filtered_emg,gesture
23.615,2,37,Hand is at Rest
23.715,2,44,Hand is Moving
23.817,2,48,Hand is Moving
23.917,2,47,Hand is Moving
24.017,2,48,Hand is Moving
24.118,2,50,Hand is Moving
24.218,2,48,Hand is Moving
24.318,2,50,Hand is Moving
24.42,2,49,Hand is Moving
24.52,2,46,Hand is Moving
24.621,2,45,Hand is Moving
24.721,2,40,Hand is Moving
24.821,2,38,Hand is Moving
24.922,2,37,Hand is at Rest
25.023,2,36,Hand is at Rest
25.123,2,37,Hand is at Rest
25.224,2,40,Hand is Moving
25.324,2,39,Hand is Moving
25.424,2,38,Hand is Moving
25.525,2,40,Hand is Moving
25.626,2,41,Hand is Moving
25.726,2,40,Hand is Moving
25.827,2,36,Hand is at Rest
25.927,2,35,Hand is at Rest
26.028,2,39,Hand is Moving
26.128,2,39,Hand is Moving
26.228,2,55,Hand is Moving
26.33,2,74,Hand is Moving
26.43,2,97,Hand is Moving
26.53,2,112,Hand is Moving
26.631,2,114,Hand is Moving
26.731,2,131,Hand is Moving
26.831,2,143,Hand is Moving
26.933,2,163,Hand is Moving
27.033,2,183,Hand is Moving
27.133,2,201,Hand is Moving
27.234,2,197,Hand is Moving
27.334,2,189,Hand is Moving
27.435,2,186,Hand is Moving
27.536,2,177,Hand is Moving
27.636,2,173,Hand is Moving
27.737,2,159,Hand is Moving
27.837,2,150,Hand is Moving
27.937,2,131,Hand is Moving
28.038,2,107,Hand is Moving
28.139,2,81,Hand is Moving
28.239,2,67,Hand is Moving
28.34,2,57,Hand is Moving
28.44,2,34,Hand is at Rest
28.54,2,24,Hand is at Rest
28.641,2,24,Hand is at Rest
28.742,2,25,Hand is at Rest
28.843,2,26,Hand is at Rest
28.943,2,27,Hand is at Rest
29.043,2,33,Hand is at Rest
29.144,2,37,Hand is at Rest
29.244,2,44,Hand is Moving
29.344,2,45,Hand is Moving
29.446,2,53,Hand is Moving
29.546,2,59,Hand is Moving
29.646,2,68,Hand is Moving
29.747,2,69,Hand is Moving
29.847,2,75,Hand is Moving
29.947,2,79,Hand is Moving
30.049,2,74,Hand is Moving
30.149,2,80,Hand is Moving
30.249,2,76,Hand is Moving
30.35,2,79,Hand is Moving
30.45,2,82,Hand is Moving
30.551,2,87,Hand is Moving
30.652,2,91,Hand is Moving
30.752,2,95,Hand is Moving
30.853,2,85,Hand is Moving
30.953,2,86,Hand is Moving
31.053,2,92,Hand is Moving
31.154,2,85,Hand is Moving
31.255,2,85,Hand is Moving
31.355,2,82,Hand is Moving
31.456,2,76,Hand is Moving
31.556,2,68,Hand is Moving
31.656,2,54,Hand is Moving
31.757,2,44,Hand is Moving
31.858,2,44,Hand is Moving
31.959,2,34,Hand is at Rest
32.059,2,28,Hand is at Rest
32.159,2,24,Hand is at Rest
32.26,2,21,Hand is at Rest
32.36,2,18,Hand is at Rest
32.461,2,14,Hand is at Rest
32.562,2,13,Hand is at Rest
32.662,2,12,Hand is at Rest
32.762,2,14,Hand is at Rest
32.863,2,14,Hand is at Rest
32.963,2,14,Hand is at Rest
33.064,2,13,Hand is at Rest
33.165,2,13,Hand is at Rest
33.265,2,10,Hand is at Rest
33.366,2,10,Hand is at Rest
33.466,2,10,Hand is at Rest
33.566,2,15,Hand is at Rest
33.667,2,16,Hand is at Rest
33.768,2,16,Hand is at Rest
33.868,2,19,Hand is at Rest
33.969,2,21,Hand is at Rest
34.069,2,23,Hand is at Rest
34.169,2,28,Hand is at Rest
34.27,2,36,Hand is at Rest
34.371,2,42,Hand is Moving
34.471,2,44,Hand is Moving
34.572,2,41,Hand is Moving
34.672,2,44,Hand is Moving
34.772,2,41,Hand is Moving
34.873,2,38,Hand is Moving
34.974,2,37,Hand is at Rest
35.075,2,37,Hand is at Rest
35.175,2,34,Hand is at Rest
35.275,2,28,Hand is at Rest
35.376,2,25,Hand is at Rest
35.476,2,21,Hand is at Rest
35.577,2,19,Hand is at Rest
35.678,2,19,Hand is at Rest
35.778,2,21,Hand is at Rest
35.878,2,22,Hand is at Rest
35.979,2,24,Hand is at Rest
36.079,2,22,Hand is at Rest
36.18,2,21,Hand is at Rest
36.281,2,20,Hand is at Rest
36.381,2,21,Hand is at Rest
36.482,2,31,Hand is at Rest
36.582,2,30,Hand is at Rest
36.682,2,40,Hand is Moving
36.784,2,58,Hand is Moving
36.884,2,81,Hand is Moving
36.984,2,92,Hand is Moving
37.085,2,98,Hand is Moving
37.185,2,99,Hand is Moving
37.285,2,103,Hand is Moving
37.386,2,100,Hand is Moving
37.487,2,96,Hand is Moving
37.587,2,105,Hand is Moving
37.688,2,96,Hand is Moving
37.788,2,86,Hand is Moving
37.889,2,75,Hand is Moving
37.989,2,76,Hand is Moving
38.09,2,88,Hand is Moving
38.191,2,102,Hand is Moving
38.291,2,111,Hand is Moving
38.391,2,126,Hand is Moving
38.492,2,131,Hand is Moving
38.592,2,129,Hand is Moving
38.693,2,129,Hand is Moving
38.794,2,121,Hand is Moving
38.894,2,108,Hand is Moving
38.994,2,92,Hand is Moving
39.095,2,75,Hand is Moving
39.195,2,61,Hand is Moving
39.297,2,48,Hand is Moving
39.397,2,35,Hand is at Rest
39.497,2,25,Hand is at Rest
39.598,2,17,Hand is at Rest
39.698,2,13,Hand is at Rest
39.798,2,12,Hand is at Rest
39.9,2,13,Hand is at Rest
40.0,2,13,Hand is at Rest
40.1,2,12,Hand is at Rest
40.201,2,11,Hand is at Rest
40.301,2,12,Hand is at Rest
40.401,2,14,Hand is at Rest
40.503,2,19,Hand is at Rest
40.603,2,21,Hand is at Rest
40.704,2,24,Hand is at Rest
40.804,2,29,Hand is at Rest
40.904,2,35,Hand is at Rest
41.005,2,45,Hand is Moving
41.106,2,55,Hand is Moving
41.206,2,56,Hand is Moving
41.307,2,57,Hand is Moving
41.407,2,55,Hand is Moving
41.507,2,58,Hand is Moving
41.608,2,60,Hand is Moving
41.708,2,65,Hand is Moving
41.809,2,71,Hand is Moving
41.91,2,75,Hand is Moving
42.01,2,77,Hand is Moving
42.11,2,76,Hand is Moving
42.211,2,85,Hand is Moving
42.311,2,90,Hand is Moving
42.413,2,93,Hand is Moving
42.513,2,87,Hand is Moving
42.613,2,85,Hand is Moving
42.714,2,79,Hand is Moving
42.814,2,70,Hand is Moving
42.914,2,64,Hand is Moving
43.016,2,56,Hand is Moving
43.116,2,53,Hand is Moving
43.216,2,47,Hand is Moving
43.317,2,40,Hand is Moving
43.417,2,42,Hand is Moving
43.517,2,41,Hand is Moving
43.619,2,42,Hand is Moving
43.719,2,45,Hand is Moving
43.82,2,46,Hand is Moving
43.92,2,50,Hand is Moving
44.02,2,46,Hand is Moving
44.121,2,47,Hand is Moving
44.222,2,44,Hand is Moving
44.322,2,45,Hand is Moving
44.423,2,43,Hand is Moving
44.523,2,47,Hand is Moving
44.623,2,48,Hand is Moving
44.724,2,45,Hand is Moving
44.824,2,43,Hand is Moving
44.925,2,40,Hand is Moving
45.026,2,40,Hand is Moving
45.126,2,35,Hand is at Rest
45.227,2,41,Hand is Moving
45.327,2,46,Hand is Moving
45.427,2,48,Hand is Moving
45.529,2,47,Hand is Moving
45.629,2,47,Hand is Moving
45.729,2,54,Hand is Moving
45.83,2,54,Hand is Moving
45.93,2,52,Hand is Moving
46.03,2,57,Hand is Moving
46.132,2,54,Hand is Moving
46.232,2,50,Hand is Moving
46.332,2,46,Hand is Moving
46.433,2,42,Hand is Moving
46.533,2,38,Hand is Moving
46.633,2,34,Hand is at Rest
46.735,2,27,Hand is at Rest
46.835,2,26,Hand is at Rest
46.936,2,24,Hand is at Rest
47.036,2,23,Hand is at Rest
47.136,2,25,Hand is at Rest
47.237,2,29,Hand is at Rest
47.338,2,27,Hand is at Rest
47.438,2,23,Hand is at Rest
47.539,2,22,Hand is at Rest
47.639,2,23,Hand is at Rest
47.739,2,24,Hand is at Rest
47.84,2,23,Hand is at Rest
47.941,2,31,Hand is at Rest
48.041,2,38,Hand is Moving
48.142,2,49,Hand is Moving
48.242,2,61,Hand is Moving
48.343,2,65,Hand is Moving
48.443,2,66,Hand is Moving
48.544,2,70,Hand is Moving
48.645,2,71,Hand is Moving
48.745,2,86,Hand is Moving
48.845,2,107,Hand is Moving
48.946,2,120,Hand is Moving
49.046,2,125,Hand is Moving
49.146,2,129,Hand is Moving
49.248,2,128,Hand is Moving
49.348,2,137,Hand is Moving
49.448,2,138,Hand is Moving
49.549,2,136,Hand is Moving
49.649,2,135,Hand is Moving
49.75,2,119,Hand is Moving
49.851,2,97,Hand is Moving
49.951,2,76,Hand is Moving
50.052,2,60,Hand is Moving
50.152,2,43,Hand is Moving
50.252,2,26,Hand is at Rest
50.353,2,13,Hand is at Rest
50.454,2,11,Hand is at Rest
50.554,2,9,Hand is at Rest
50.655,2,9,Hand is at Rest
50.755,2,8,Hand is at Rest
50.855,2,10,Hand is at Rest
50.956,2,13,Hand is at Rest
51.057,2,15,Hand is at Rest
51.158,2,22,Hand is at Rest
51.258,2,27,Hand is at Rest
51.358,2,33,Hand is at Rest
51.459,2,38,Hand is Moving
51.559,2,43,Hand is Moving
51.66,2,51,Hand is Moving
51.761,2,60,Hand is Moving
51.861,2,65,Hand is Moving
51.961,2,71,Hand is Moving
52.062,2,80,Hand is Moving
52.162,2,89,Hand is Moving
52.263,2,92,Hand is Moving
52.364,2,95,Hand is Moving
52.464,2,91,Hand is Moving
52.564,2,93,Hand is Moving
52.665,2,94,Hand is Moving
52.765,2,92,Hand is Moving
52.866,2,87,Hand is Moving
52.967,2,91,Hand is Moving
53.067,2,92,Hand is Moving
53.168,2,93,Hand is Moving
53.268,2,97,Hand is Moving
53.368,2,104,Hand is Moving
53.469,2,120,Hand is Moving
53.57,2,133,Hand is Moving
53.67,2,134,Hand is Moving
53.771,2,137,Hand is Moving
53.871,2,147,Hand is Moving
53.971,2,144,Hand is Moving
54.072,2,137,Hand is Moving
54.173,2,123,Hand is Moving
54.274,2,112,Hand is Moving
54.374,2,96,Hand is Moving
54.474,2,81,Hand is Moving
54.575,2,61,Hand is Moving
54.675,2,52,Hand is Moving
54.776,2,41,Hand is Moving
54.877,2,30,Hand is at Rest
54.977,2,20,Hand is at Rest
55.077,2,14,Hand is at Rest
55.178,2,13,Hand is at Rest
55.278,2,13,Hand is at Rest
55.379,2,13,Hand is at Rest
55.48,2,11,Hand is at Rest
55.58,2,10,Hand is at Rest
55.681,2,10,Hand is at Rest
55.781,2,11,Hand is at Rest
55.881,2,21,Hand is at Rest
55.983,2,34,Hand is at Rest
56.083,2,41,Hand is Moving
56.183,2,51,Hand is Moving
56.284,2,54,Hand is Moving
56.384,2,63,Hand is Moving
56.484,2,75,Hand is Moving
56.586,2,86,Hand is Moving
56.686,2,98,Hand is Moving
56.786,2,105,Hand is Moving
56.887,2,106,Hand is Moving
56.987,2,94,Hand is Moving
57.088,2,90,Hand is Moving
57.189,2,81,Hand is Moving
57.289,2,79,Hand is Moving
57.39,2,74,Hand is Moving
57.49,2,63,Hand is Moving
57.59,2,55,Hand is Moving
57.691,2,47,Hand is Moving
57.792,2,43,Hand is Moving
57.892,2,35,Hand is at Rest
57.993,2,38,Hand is Moving
58.093,2,41,Hand is Moving
58.193,2,50,Hand is Moving
58.294,2,61,Hand is Moving
58.395,2,71,Hand is Moving
58.496,2,77,Hand is Moving
58.596,2,88,Hand is Moving
58.696,2,98,Hand is Moving
58.797,2,99,Hand is Moving
58.897,2,99,Hand is Moving
58.998,2,105,Hand is Moving
59.099,2,110,Hand is Moving
59.199,2,107,Hand is Moving
59.299,2,110,Hand is Moving
59.4,2,112,Hand is Moving
59.5,2,116,Hand is Moving
59.6,2,114,Hand is Moving
59.702,2,110,Hand is Moving
59.802,2,115,Hand is Moving
59.902,2,123,Hand is Moving
60.003,2,119,Hand is Moving
60.103,2,115,Hand is Moving
60.204,2,112,Hand is Moving
60.305,2,99,Hand is Moving
60.405,2,86,Hand is Moving
60.506,2,75,Hand is Moving
60.606,2,64,Hand is Moving
60.706,2,54,Hand is Moving
60.807,2,45,Hand is Moving
60.908,2,35,Hand is at Rest
61.008,2,29,Hand is at Rest
61.109,2,23,Hand is at Rest
61.209,2,19,Hand is at Rest
0.0,3,-1,Hand is at Rest
0.1,3,-1,Hand is at Rest
0.2,3,-1,Hand is at Rest
0.301,3,-1,Hand is at Rest
0.401,3,0,Hand is at Rest
0.501,3,0,Hand is at Rest
0.602,3,0,Hand is at Rest
0.702,3,3,Hand is at Rest
0.802,3,4,Hand is at Rest
0.903,3,6,Hand is at Rest
1.003,3,9,Hand is at Rest
1.103,3,12,Hand is at Rest
1.204,3,13,Hand is at Rest
1.304,3,14,Hand is at Rest
1.404,3,15,Hand is at Rest
1.505,3,16,Hand is at Rest
1.605,3,18,Hand is at Rest
1.707,3,20,Hand is at Rest
1.807,3,25,Hand is at Rest
1.907,3,26,Hand is at Rest
2.008,3,26,Hand is at Rest
2.108,3,29,Hand is at Rest
2.208,3,33,Hand is at Rest
2.309,3,39,Hand is Moving
2.409,3,45,Hand is Moving
2.51,3,50,Hand is Moving
2.611,3,53,Hand is Moving
2.711,3,56,Hand is Moving
2.811,3,55,Hand is Moving
2.912,3,60,Hand is Moving
3.012,3,59,Hand is Moving
3.112,3,60,Hand is Moving
3.213,3,62,Hand is Moving
3.313,3,56,Hand is Moving
3.415,3,50,Hand is Moving
3.515,3,45,Hand is Moving
3.615,3,43,Hand is Moving
3.716,3,43,Hand is Moving
3.816,3,39,Hand is Moving
3.916,3,35,Hand is at Rest
4.017,3,39,Hand is Moving
4.117,3,36,Hand is at Rest
4.218,3,39,Hand is Moving
4.319,3,37,Hand is at Rest
4.419,3,42,Hand is Moving
4.519,3,48,Hand is Moving
4.62,3,46,Hand is Moving
4.72,3,40,Hand is Moving
4.82,3,41,Hand is Moving
4.921,3,41,Hand is Moving
5.022,3,42,Hand is Moving
5.123,3,53,Hand is Moving
5.223,3,61,Hand is Moving
5.323,3,77,Hand is Moving
5.424,3,87,Hand is Moving
5.524,3,95,Hand is Moving
5.624,3,107,Hand is Moving
5.725,3,113,Hand is Moving
5.825,3,113,Hand is Moving
5.926,3,112,Hand is Moving
6.027,3,108,Hand is Moving
6.127,3,97,Hand is Moving
6.227,3,80,Hand is Moving
6.328,3,66,Hand is Moving
6.428,3,51,Hand is Moving
6.529,3,39,Hand is Moving
6.629,3,28,Hand is at Rest
6.73,3,22,Hand is at Rest
6.831,3,20,Hand is at Rest
6.931,3,18,Hand is at Rest
7.031,3,17,Hand is at Rest
7.132,3,16,Hand is at Rest
7.232,3,18,Hand is at Rest
7.332,3,19,Hand is at Rest
7.433,3,20,Hand is at Rest
7.534,3,19,Hand is at Rest
7.634,3,20,Hand is at Rest
7.735,3,19,Hand is at Rest
7.835,3,21,Hand is at Rest
7.936,3,24,Hand is at Rest
8.036,3,23,Hand is at Rest
8.136,3,25,Hand is at Rest
8.237,3,25,Hand is at Rest
8.337,3,23,Hand is at Rest
8.438,3,21,Hand is at Rest
8.539,3,25,Hand is at Rest
8.639,3,27,Hand is at Rest
8.739,3,29,Hand is at Rest
8.84,3,31,Hand is at Rest
8.94,3,30,Hand is at Rest
9.04,3,28,Hand is at Rest
9.141,3,28,Hand is at Rest
9.242,3,28,Hand is at Rest
9.342,3,30,Hand is at Rest
9.443,3,30,Hand is at Rest
9.543,3,29,Hand is at Rest
9.644,3,33,Hand is at Rest
9.744,3,32,Hand is at Rest
9.844,3,34,Hand is at Rest
9.945,3,41,Hand is Moving
10.046,3,51,Hand is Moving
10.146,3,54,Hand is Moving
10.247,3,55,Hand is Moving
10.347,3,55,Hand is Moving
10.447,3,62,Hand is Moving
10.548,3,61,Hand is Moving
10.648,3,61,Hand is Moving
10.749,3,67,Hand is Moving
10.85,3,66,Hand is Moving
10.95,3,67,Hand is Moving
11.051,3,62,Hand is Moving
11.151,3,60,Hand is Moving
11.251,3,59,Hand is Moving
11.353,3,61,Hand is Moving
11.453,3,59,Hand is Moving
11.553,3,61,Hand is Moving
11.654,3,56,Hand is Moving
11.754,3,52,Hand is Moving
11.854,3,49,Hand is Moving
11.956,3,43,Hand is Moving
12.056,3,39,Hand is Moving
12.156,3,36,Hand is at Rest
12.257,3,35,Hand is at Rest
12.357,3,35,Hand is at Rest
12.457,3,34,Hand is at Rest
12.559,3,28,Hand is at Rest
12.659,3,28,Hand is at Rest
12.76,3,26,Hand is at Rest
12.86,3,24,Hand is at Rest
12.96,3,25,Hand is at Rest
13.061,3,26,Hand is at Rest
13.161,3,26,Hand is at Rest
13.262,3,24,Hand is at Rest
13.363,3,31,Hand is at Rest
13.463,3,28,Hand is at Rest
13.563,3,28,Hand is at Rest
13.664,3,29,Hand is at Rest
13.764,3,36,Hand is at Rest
13.865,3,40,Hand is Moving
13.966,3,43,Hand is Moving
14.066,3,43,Hand is Moving
14.167,3,42,Hand is Moving
14.267,3,50,Hand is Moving
14.367,3,44,Hand is Moving
14.469,3,51,Hand is Moving
14.569,3,57,Hand is Moving
14.669,3,55,Hand is Moving
14.77,3,45,Hand is Moving
14.87,3,48,Hand is Moving
14.97,3,46,Hand is Moving
15.072,3,44,Hand is Moving
15.172,3,45,Hand is Moving
15.272,3,42,Hand is Moving
15.373,3,40,Hand is Moving
15.473,3,34,Hand is at Rest
15.574,3,31,Hand is at Rest
15.675,3,35,Hand is at Rest
15.775,3,38,Hand is at Rest
15.876,3,34,Hand is at Rest
15.976,3,31,Hand is at Rest
16.076,3,32,Hand is at Rest
16.177,3,33,Hand is at Rest
16.277,3,28,Hand is at Rest
16.378,3,31,Hand is at Rest
16.479,3,34,Hand is at Rest
16.579,3,34,Hand is at Rest
16.679,3,51,Hand is Moving
16.78,3,51,Hand is Moving
16.88,3,54,Hand is Moving
16.982,3,60,Hand is Moving
17.082,3,70,Hand is Moving
17.182,3,77,Hand is Moving
17.283,3,92,Hand is Moving
17.383,3,105,Hand is Moving
17.483,3,103,Hand is Moving
17.585,3,104,Hand is Moving
17.685,3,85,Hand is Moving
17.785,3,88,Hand is Moving
17.886,3,82,Hand is Moving
17.986,3,73,Hand is Moving
18.086,3,65,Hand is Moving
18.188,3,54,Hand is Moving
18.288,3,44,Hand is Moving
18.388,3,33,Hand is at Rest
18.489,3,32,Hand is at Rest
18.589,3,32,Hand is at Rest
18.69,3,31,Hand is at Rest
18.791,3,24,Hand is at Rest
18.891,3,28,Hand is at Rest
18.992,3,30,Hand is at Rest
19.092,3,34,Hand is at Rest
19.192,3,35,Hand is at Rest
19.293,3,32,Hand is at Rest
19.394,3,29,Hand is at Rest
19.494,3,26,Hand is at Rest
19.595,3,26,Hand is at Rest
19.695,3,27,Hand is at Rest
19.795,3,31,Hand is at Rest
19.896,3,32,Hand is at Rest
19.996,3,31,Hand is at Rest
20.098,3,29,Hand is at Rest
20.198,3,32,Hand is at Rest
20.298,3,37,Hand is at Rest
20.399,3,41,Hand is Moving
20.499,3,42,Hand is Moving
20.599,3,47,Hand is Moving
20.701,3,56,Hand is Moving
20.801,3,57,Hand is Moving
20.901,3,62,Hand is Moving
21.002,3,65,Hand is Moving
21.102,3,70,Hand is Moving
21.202,3,71,Hand is Moving
21.304,3,64,Hand is Moving
21.404,3,61,Hand is Moving
21.505,3,61,Hand is Moving
21.605,3,54,Hand is Moving
21.705,3,44,Hand is Moving
21.806,3,38,Hand is at Rest
21.907,3,29,Hand is at Rest
22.007,3,25,Hand is at Rest
22.108,3,20,Hand is at Rest
22.208,3,18,Hand is at Rest
22.308,3,21,Hand is at Rest
22.409,3,22,Hand is at Rest
22.51,3,22,Hand is at Rest
22.61,3,24,Hand is at Rest
22.711,3,25,Hand is at Rest
22.811,3,31,Hand is at Rest
22.912,3,31,Hand is at Rest
23.012,3,31,Hand is at Rest
23.112,3,32,Hand is at Rest
23.214,3,30,Hand is at Rest
23.314,3,30,Hand is at Rest
23.414,3,29,Hand is at Rest
23.515,3,32,Hand is at Rest
23.615,3,32,Hand is at Rest
23.715,3,34,Hand is at Rest
23.817,3,32,Hand is at Rest
23.917,3,35,Hand is at Rest
24.017,3,35,Hand is at Rest
24.118,3,33,Hand is at Rest
24.218,3,34,Hand is at Rest
24.318,3,32,Hand is at Rest
24.419,3,31,Hand is at Rest
24.52,3,30,Hand is at Rest
24.621,3,27,Hand is at Rest
24.721,3,29,Hand is at Rest
24.821,3,28,Hand is at Rest
24.922,3,29,Hand is at Rest
25.022,3,30,Hand is at Rest
25.123,3,36,Hand is at Rest
25.224,3,44,Hand is Moving
25.324,3,50,Hand is Moving
25.424,3,60,Hand is Moving
25.525,3,70,Hand is Moving
25.625,3,84,Hand is Moving
25.726,3,103,Hand is Moving
25.827,3,119,Hand is Moving
25.927,3,144,Hand is Moving
26.028,3,161,Hand is Moving
26.128,3,160,Hand is Moving
26.228,3,154,Hand is Moving
26.33,3,166,Hand is Moving
26.43,3,182,Hand is Moving
26.53,3,201,Hand is Moving
26.631,3,206,Hand is Moving
26.731,3,201,Hand is Moving
26.831,3,201,Hand is Moving
26.933,3,178,Hand is Moving
27.033,3,165,Hand is Moving
27.133,3,162,Hand is Moving
27.234,3,160,Hand is Moving
27.334,3,146,Hand is Moving
27.435,3,125,Hand is Moving
27.535,3,100,Hand is Moving
27.636,3,88,Hand is Moving
27.737,3,74,Hand is Moving
27.837,3,64,Hand is Moving
27.937,3,63,Hand is Moving
28.038,3,64,Hand is Moving
28.138,3,67,Hand is Moving
28.239,3,72,Hand is Moving
28.34,3,72,Hand is Moving
28.44,3,71,Hand is Moving
28.54,3,69,Hand is Moving
28.641,3,64,Hand is Moving
28.741,3,62,Hand is Moving
28.843,3,53,Hand is Moving
28.943,3,48,Hand is Moving
29.043,3,43,Hand is Moving
29.144,3,38,Hand is at Rest
29.244,3,31,Hand is at Rest
29.344,3,26,Hand is at Rest
29.445,3,19,Hand is at Rest
29.546,3,15,Hand is at Rest
29.646,3,12,Hand is at Rest
29.747,3,11,Hand is at Rest
29.847,3,16,Hand is at Rest
29.947,3,19,Hand is at Rest
30.048,3,25,Hand is at Rest
30.149,3,33,Hand is at Rest
30.249,3,44,Hand is Moving
30.35,3,51,Hand is Moving
30.45,3,56,Hand is Moving
30.551,3,59,Hand is Moving
30.651,3,64,Hand is Moving
30.752,3,63,Hand is Moving
30.853,3,62,Hand is Moving
30.953,3,60,Hand is Moving
31.053,3,58,Hand is Moving
31.154,3,59,Hand is Moving
31.254,3,61,Hand is Moving
31.355,3,58,Hand is Moving
31.456,3,56,Hand is Moving
31.556,3,53,Hand is Moving
31.656,3,79,Hand is Moving
31.757,3,88,Hand is Moving
31.857,3,107,Hand is Moving
31.959,3,131,Hand is Moving
32.059,3,145,Hand is Moving
32.159,3,161,Hand is Moving
32.26,3,178,Hand is Moving
32.36,3,204,Hand is Moving
32.46,3,217,Hand is Moving
32.562,3,230,Hand is Moving
32.662,3,212,Hand is Moving
32.762,3,215,Hand is Moving
32.863,3,206,Hand is Moving
32.963,3,189,Hand is Moving
33.063,3,183,Hand is Moving
33.165,3,165,Hand is Moving
33.265,3,141,Hand is Moving
33.366,3,116,Hand is Moving
33.466,3,107,Hand is Moving
33.566,3,95,Hand is Moving
33.667,3,83,Hand is Moving
33.767,3,70,Hand is Moving
33.868,3,58,Hand is Moving
33.969,3,46,Hand is Moving
34.069,3,34,Hand is at Rest
34.169,3,27,Hand is at Rest
34.27,3,22,Hand is at Rest
34.37,3,15,Hand is at Rest
34.47,3,9,Hand is at Rest
34.572,3,8,Hand is at Rest
34.672,3,7,Hand is at Rest
34.772,3,8,Hand is at Rest
34.873,3,9,Hand is at Rest
34.973,3,9,Hand is at Rest
35.074,3,9,Hand is at Rest
35.174,3,12,Hand is at Rest
35.274,3,14,Hand is at Rest
35.376,3,14,Hand is at Rest
35.476,3,14,Hand is at Rest
35.576,3,18,Hand is at Rest
35.677,3,21,Hand is at Rest
35.777,3,20,Hand is at Rest
35.877,3,19,Hand is at Rest
35.979,3,19,Hand is at Rest
36.079,3,18,Hand is at Rest
36.179,3,15,Hand is at Rest
36.28,3,14,Hand is at Rest
36.38,3,16,Hand is at Rest
36.481,3,16,Hand is at Rest
36.582,3,15,Hand is at Rest
36.682,3,16,Hand is at Rest
36.783,3,21,Hand is at Rest
36.883,3,30,Hand is at Rest
36.983,3,33,Hand is at Rest
37.084,3,35,Hand is at Rest
37.185,3,40,Hand is Moving
37.285,3,46,Hand is Moving
37.386,3,51,Hand is Moving
37.486,3,57,Hand is Moving
37.586,3,61,Hand is Moving
37.687,3,61,Hand is Moving
37.788,3,57,Hand is Moving
37.889,3,49,Hand is Moving
37.989,3,45,Hand is Moving
38.089,3,42,Hand is Moving
38.19,3,37,Hand is at Rest
38.29,3,31,Hand is at Rest
38.391,3,24,Hand is at Rest
38.492,3,19,Hand is at Rest
38.592,3,12,Hand is at Rest
38.692,3,11,Hand is at Rest
38.793,3,14,Hand is at Rest
38.893,3,17,Hand is at Rest
38.993,3,20,Hand is at Rest
39.095,3,22,Hand is at Rest
39.195,3,24,Hand is at Rest
39.296,3,24,Hand is at Rest
39.396,3,29,Hand is at Rest
39.496,3,29,Hand is at Rest
39.597,3,29,Hand is at Rest
39.698,3,27,Hand is at Rest
39.798,3,24,Hand is at Rest
39.899,3,21,Hand is at Rest
39.999,3,23,Hand is at Rest
40.099,3,24,Hand is at Rest
40.2,3,30,Hand is at Rest
40.301,3,33,Hand is at Rest
40.401,3,35,Hand is at Rest
40.502,3,36,Hand is at Rest
40.602,3,42,Hand is Moving
40.702,3,45,Hand is Moving
40.803,3,51,Hand is Moving
40.904,3,53,Hand is Moving
41.005,3,53,Hand is Moving
41.105,3,55,Hand is Moving
41.205,3,58,Hand is Moving
41.306,3,62,Hand is Moving
41.406,3,64,Hand is Moving
41.507,3,72,Hand is Moving
41.608,3,79,Hand is Moving
41.708,3,92,Hand is Moving
41.808,3,102,Hand is Moving
41.909,3,115,Hand is Moving
42.009,3,125,Hand is Moving
42.11,3,126,Hand is Moving
42.211,3,119,Hand is Moving
42.311,3,113,Hand is Moving
42.412,3,105,Hand is Moving
42.512,3,95,Hand is Moving
42.612,3,82,Hand is Moving
42.714,3,67,Hand is Moving
42.814,3,56,Hand is Moving
42.914,3,45,Hand is Moving
43.015,3,35,Hand is at Rest
43.115,3,28,Hand is at Rest
43.215,3,25,Hand is at Rest
43.316,3,27,Hand is at Rest
43.417,3,29,Hand is at Rest
43.517,3,27,Hand is at Rest
43.618,3,29,Hand is at Rest
43.718,3,28,Hand is at Rest
43.819,3,25,Hand is at Rest
43.919,3,20,Hand is at Rest
44.02,3,17,Hand is at Rest
44.121,3,17,Hand is at Rest
44.221,3,17,Hand is at Rest
44.321,3,17,Hand is at Rest
44.422,3,17,Hand is at Rest
44.522,3,21,Hand is at Rest
44.622,3,20,Hand is at Rest
44.724,3,22,Hand is at Rest
44.824,3,23,Hand is at Rest
44.924,3,23,Hand is at Rest
45.025,3,23,Hand is at Rest
45.125,3,25,Hand is at Rest
45.225,3,25,Hand is at Rest
45.327,3,25,Hand is at Rest
45.427,3,25,Hand is at Rest
45.528,3,29,Hand is at Rest
45.628,3,33,Hand is at Rest
45.728,3,39,Hand is Moving
45.829,3,44,Hand is Moving
45.93,3,58,Hand is Moving
46.03,3,72,Hand is Moving
46.131,3,73,Hand is Moving
46.231,3,77,Hand is Moving
46.331,3,86,Hand is Moving
46.432,3,82,Hand is Moving
46.533,3,85,Hand is Moving
46.633,3,86,Hand is Moving
46.734,3,89,Hand is Moving
46.834,3,94,Hand is Moving
46.935,3,88,Hand is Moving
47.035,3,83,Hand is Moving
47.136,3,87,Hand is Moving
47.237,3,84,Hand is Moving
47.337,3,72,Hand is Moving
47.437,3,74,Hand is Moving
47.538,3,65,Hand is Moving
47.638,3,61,Hand is Moving
47.739,3,49,Hand is Moving
